ID,Language_ID,Language_name,Parameter_ID,Value,Transcription,Concept,Source,Comment,AlternativeValue,AlternativeTranscription
10-840-75-1,chec1245,Chechen,1664,бурам,CyrillTrans,raft,,,buram,Phonemic
10-832-75-1,chec1245,Chechen,416,ке̄ма,CyrillTrans,outrigger,,,kēma,Phonemic
10-831-75-1,chec1245,Chechen,1970,хикема,CyrillTrans,canoe,,,"xikema, kanoe",Phonemic
10-831-75-3,chec1245,Chechen,1970,каноэ,CyrillTrans,canoe,,,"xikema, kanoe",Phonemic
10-830-75-1,chec1245,Chechen,1844,ке̄ма,CyrillTrans,boat,,,kēma,Phonemic
10-810-75-1,chec1245,Chechen,740,кема,CyrillTrans,ship,,,kēma,Phonemic
10-780-75-1,chec1245,Chechen,14,дукъ,CyrillTrans,yoke,,,duqʼ,Phonemic
10-770-75-1,chec1245,Chechen,1769,сема,CyrillTrans,axle,,,"sema, yuqʼ",Phonemic
10-770-75-3,chec1245,Chechen,1769,йукъ,CyrillTrans,axle,,,"sema, yuqʼ",Phonemic
10-760-75-1,chec1245,Chechen,710,чкъург,CyrillTrans,wheel,,,čqʼurg,Phonemic
10-750-75-1,chec1245,Chechen,122,гІудалкх,CyrillTrans,"carriage, wagon, cart",,,"ɣudalq, worda",Phonemic
10-750-75-3,chec1245,Chechen,122,ворда,CyrillTrans,"carriage, wagon, cart",,,"ɣudalq, worda",Phonemic
10-740-75-1,chec1245,Chechen,1011,тІай,CyrillTrans,bridge,,,tʼay,Phonemic
10-720-75-1,chec1245,Chechen,2252,гІашлойн некъ,CyrillTrans,path,,,ɣašloyn neqʼ,Phonemic
10-710-75-1,chec1245,Chechen,667,некъ,CyrillTrans,road,,,neqʼ,Phonemic
10-670-75-1,chec1245,Chechen,1452,(дІа) татта,CyrillTrans,"push, shove",,,(dʕa) tat̄a,Phonemic
10-660-75-1,chec1245,Chechen,367,говрахь ваха,CyrillTrans,ride,,,gowraħ waxa,Phonemic
10-650-75-1,chec1245,Chechen,741,машенахь ваха,CyrillTrans,drive,,,mašenaħ waxa,Phonemic
10-640-75-1,chec1245,Chechen,43,дига,CyrillTrans,lead (vb),,,"diga, dālo",Phonemic
10-640-75-3,chec1245,Chechen,43,да̄ло,CyrillTrans,lead (vb),,,"diga, dālo",Phonemic
10-630-75-1,chec1245,Chechen,1127,дахийта,CyrillTrans,send,,,"daxiyta, daħiyta",Phonemic
10-630-75-3,chec1245,Chechen,1127,дахьийта,CyrillTrans,send,,,"daxiyta, daħiyta",Phonemic
10-620-75-1,chec1245,Chechen,692,схьадан,CyrillTrans,bring,,,"sħadan, sħaqačo",Phonemic
10-620-75-3,chec1245,Chechen,692,схьакхачо,CyrillTrans,bring,,,"sħadan, sħaqačo",Phonemic
10-615-75-1,chec1245,Chechen,415,пхьаьрсан кІелох дахьа,CyrillTrans,carry-underarm,,,pħärsan kʼelox daħa,Phonemic
10-614-75-1,chec1245,Chechen,414,кортах дахьа,CyrillTrans,carry-on-head,,,kortax daħa,Phonemic
10-613-75-1,chec1245,Chechen,413,белшах дахьа,CyrillTrans,carry-on-shoulder,,,belšax daħa,Phonemic
10-612-75-1,chec1245,Chechen,412,карахь дахьа,CyrillTrans,carry-in-hand,,,karaħ daħa,Phonemic
10-610-75-1,chec1245,Chechen,700,дан,CyrillTrans,carry (bear),,,"dan, daħa",Phonemic
10-610-75-3,chec1245,Chechen,700,дахьа,CyrillTrans,carry (bear),,,"dan, daħa",Phonemic
10-570-75-1,chec1245,Chechen,749,чудаха,CyrillTrans,enter,,,"čudaxa, čudāla",Phonemic
10-570-75-3,chec1245,Chechen,749,чуда̄ла,CyrillTrans,enter,,,"čudaxa, čudāla",Phonemic
10-560-75-1,chec1245,Chechen,1778,гергада̄н,CyrillTrans,approach,,,"gergadān, tʼedaxa",Phonemic
10-560-75-3,chec1245,Chechen,1778,тІедаха,CyrillTrans,approach,,,"gergadān, tʼedaxa",Phonemic
10-550-75-1,chec1245,Chechen,1387,схьакха̄ча,CyrillTrans,"reach, arrive",,,sħaqāča,Phonemic
10-530-75-1,chec1245,Chechen,1047,тІаьхьада̄ла,CyrillTrans,pursue,,,tʼäħadāla,Phonemic
10-520-75-1,chec1245,Chechen,1085,тІаьхьада̄ха,CyrillTrans,follow,,,tʼäħadāxa,Phonemic
10-510-75-1,chec1245,Chechen,956,дада,CyrillTrans,flee,,,"dada, wedda kʼelħar wāla",Phonemic
10-510-75-3,chec1245,Chechen,956,ведда кІелхьар ва̄ла,CyrillTrans,flee,,,"dada, wedda kʼelħar wāla",Phonemic
10-491-75-1,chec1245,Chechen,485,да̄н,CyrillTrans,disappear,,,"dān, dayna dʕadāla, qʼayladāla",Phonemic
10-491-75-3,chec1245,Chechen,485,дайна дІада̄ла,CyrillTrans,disappear,,,"dān, dayna dʕadāla, qʼayladāla",Phonemic
10-491-75-5,chec1245,Chechen,485,къайлада̄ла,CyrillTrans,disappear,,,"dān, dayna dʕadāla, qʼayladāla",Phonemic
10-490-75-1,chec1245,Chechen,1752,дІадаха,CyrillTrans,"go away, depart",,,dʕadaxa,Phonemic
10-481-75-1,chec1245,Chechen,581,йуха да̄н,CyrillTrans,come back,,,"yuxa dān, yuxadā",Phonemic
10-481-75-3,chec1245,Chechen,581,йухада̄,CyrillTrans,come back,,,"yuxa dān, yuxadā",Phonemic
10-480-75-1,chec1245,Chechen,1446,да̄н,CyrillTrans,come,,,"dān, sħadān, sħaqača",Phonemic
10-480-75-3,chec1245,Chechen,1446,схьада̄н,CyrillTrans,come,,,"dān, sħadān, sħaqača",Phonemic
10-480-75-5,chec1245,Chechen,1446,схьакхача,CyrillTrans,come,,,"dān, sħadān, sħaqača",Phonemic
10-474-75-1,chec1245,Chechen,1107,арада̄ла,CyrillTrans,go out,,,aradāla,Phonemic
10-473-75-1,chec1245,Chechen,2014,охьада̄н,CyrillTrans,go down,,,oħadān,Phonemic
10-472-75-1,chec1245,Chechen,1102,хьаладаха,CyrillTrans,climb,,,ħaladaxa,Phonemic
10-470-75-1,chec1245,Chechen,695,ваха,CyrillTrans,go,,,"waxa, daxa",Phonemic
10-470-75-3,chec1245,Chechen,695,даха,CyrillTrans,go,,,"waxa, daxa",Phonemic
10-471-75-1,chec1245,Chechen,705,(хьала) да̄ла,CyrillTrans,go up,,,(ħala) dāla,Phonemic
10-460-75-1,chec1245,Chechen,1519,дада,CyrillTrans,run,,,"dada, ida, dʕadada, sħadada",Phonemic
10-460-75-3,chec1245,Chechen,1519,ида,CyrillTrans,run,,,"dada, ida, dʕadada, sħadada",Phonemic
10-460-75-5,chec1245,Chechen,1519,дІадада,CyrillTrans,run,,,"dada, ida, dʕadada, sħadada",Phonemic
10-460-75-7,chec1245,Chechen,1519,схьадада,CyrillTrans,run,,,"dada, ida, dʕadada, sħadada",Phonemic
10-451-75-1,chec1245,Chechen,366,астагІлелха,CyrillTrans,limp,,,astaɣlelxa,Phonemic
10-450-75-1,chec1245,Chechen,1443,ле̄ла,CyrillTrans,walk,,,lēla,Phonemic
10-440-75-1,chec1245,Chechen,1879,хелхадала,CyrillTrans,dance,,,"xelxadala, xelxar dan",Phonemic
10-440-75-3,chec1245,Chechen,1879,хелхар дан,CyrillTrans,dance,,,"xelxadala, xelxar dan",Phonemic
10-431-75-1,chec1245,Chechen,1135,мийра Іитта,CyrillTrans,kick,,,miyra ʕit̄a,Phonemic
10-430-75-1,chec1245,Chechen,1829,(ирх) кхийсадала,CyrillTrans,"jump, leap",,,(irx) qiysadala,Phonemic
10-420-75-1,chec1245,Chechen,1324,шерша,CyrillTrans,"slide, slip",,,šerša,Phonemic
10-413-75-1,chec1245,Chechen,296,охьалахдала,CyrillTrans,crouch,,,oħalaxdala,Phonemic
10-412-75-1,chec1245,Chechen,66,горхІотта,CyrillTrans,kneel,,,gorhot̄a,Phonemic
10-410-75-1,chec1245,Chechen,96,те̄кха,CyrillTrans,"creep, crawl",,,tēqa,Phonemic
10-380-75-1,chec1245,Chechen,175,хьекха,CyrillTrans,blow,,,"ħeqa, dusa",Phonemic
10-380-75-3,chec1245,Chechen,175,дуса,CyrillTrans,blow,,,"ħeqa, dusa",Phonemic
10-370-75-1,chec1245,Chechen,1441,лела,CyrillTrans,fly (vb),,,"lela, exa",Phonemic
10-370-75-3,chec1245,Chechen,1441,эха,CyrillTrans,fly (vb),,,"lela, exa",Phonemic
10-360-75-1,chec1245,Chechen,787,нека дан,CyrillTrans,sail (vb),,,nēka dan,Phonemic
10-352-75-1,chec1245,Chechen,365,детта,CyrillTrans,splash,,,det̄a,Phonemic
10-351-75-1,chec1245,Chechen,119,чулелха,CyrillTrans,dive,,,čulelxa,Phonemic
10-350-75-1,chec1245,Chechen,1439,не̄ка дан,CyrillTrans,swim,,,nēka dan,Phonemic
10-340-75-1,chec1245,Chechen,1574,не̄ка дан,CyrillTrans,float,,,nēka dan,Phonemic
10-330-75-1,chec1245,Chechen,1088,бухадаха,CyrillTrans,sink,,,buxadaxa,Phonemic
10-320-75-1,chec1245,Chechen,2003,эха,CyrillTrans,flow,,,exa,Phonemic
10-260-75-1,chec1245,Chechen,1909,вовшахдетта,CyrillTrans,shake,,,"wowšaxdet̄a, degadan",Phonemic
10-260-75-3,chec1245,Chechen,1909,дегадан,CyrillTrans,shake,,,"wowšaxdet̄a, degadan",Phonemic
10-252-75-1,chec1245,Chechen,702,ле̄ца,CyrillTrans,catch (ball),,,lēca,Phonemic
10-250-75-1,chec1245,Chechen,1456,кхийса,CyrillTrans,throw,,,qiysa,Phonemic
10-240-75-1,chec1245,Chechen,2253,эха,CyrillTrans,drip,,,exa,Phonemic
10-230-75-1,chec1245,Chechen,1280,херца,CyrillTrans,fall,,,"xerca, oħaega",Phonemic
10-230-75-3,chec1245,Chechen,1280,охьаэга,CyrillTrans,fall,,,"xerca, oħaega",Phonemic
10-220-75-1,chec1245,Chechen,501,схьаэца,CyrillTrans,"raise, lift",,,"sħaeca, irahot̄o",Phonemic
10-220-75-3,chec1245,Chechen,501,ирахІотто,CyrillTrans,"raise, lift",,,"sħaeca, irahot̄o",Phonemic
10-210-75-1,chec1245,Chechen,568,тІедийла,CyrillTrans,rise,,,tʼediyla,Phonemic
10-170-75-1,chec1245,Chechen,430,хьовзо,CyrillTrans,twist,,,ħowzo,Phonemic
10-160-75-1,chec1245,Chechen,808,деда,CyrillTrans,drop (vb),,,"leda, ēga",Phonemic
10-160-75-3,chec1245,Chechen,808,э̄га,CyrillTrans,drop (vb),,,"leda, ēga",Phonemic
10-150-75-1,chec1245,Chechen,827,хьийзо,CyrillTrans,roll,,,ħiyzo,Phonemic
10-140-75-1,chec1245,Chechen,1113,хьарчо,CyrillTrans,"wind, wrap",,,ħarčo,Phonemic
10-130-75-1,chec1245,Chechen,1445,дІадаржа,CyrillTrans,turn around,,,"dʕadarža, sħadaržo",Phonemic
10-130-75-3,chec1245,Chechen,1445,схьадаржо,CyrillTrans,turn around,,,"dʕadarža, sħadaržo",Phonemic
10-120-75-1,chec1245,Chechen,1588,харца,CyrillTrans,turn over,,,xarca,Phonemic
10-110-75-1,chec1245,Chechen,765,лела,CyrillTrans,move,,,lela,Phonemic
9-890-75-1,chec1245,Chechen,2001,басар хьа̄кха,CyrillTrans,paint (vb),,,"basar ħāqa, surt dil̄a",Phonemic
9-890-75-3,chec1245,Chechen,2001,сурт дилла,CyrillTrans,paint (vb),,,"basar ħāqa, surt dil̄a",Phonemic
9-840-75-1,chec1245,Chechen,1979,урс,CyrillTrans,chisel,,,"urs, sto",Phonemic
9-840-75-3,chec1245,Chechen,1979,сто,CyrillTrans,chisel,,,"urs, sto",Phonemic
9-880-75-1,chec1245,Chechen,647,басар,CyrillTrans,paint (noun),,,"basar, sir",Phonemic
9-880-75-3,chec1245,Chechen,647,сир,CyrillTrans,paint (noun),,,"basar, sir",Phonemic
9-830-75-1,chec1245,Chechen,1002,статуйа,CyrillTrans,statue,,,"statuya, dina surt",Phonemic
9-830-75-3,chec1245,Chechen,1002,дина сурт,CyrillTrans,statue,,,"statuya, dina surt",Phonemic
9-820-75-1,chec1245,Chechen,914,скульптор,CyrillTrans,sculptor,,,skulʲptor,Phonemic
9-810-75-1,chec1245,Chechen,228,схьахадо,CyrillTrans,carve,,,sħaxado,Phonemic
9-791-75-1,chec1245,Chechen,360,сто,CyrillTrans,fan (vb),,,"sto, mox toxa",Phonemic
9-791-75-3,chec1245,Chechen,360,мох тоха,CyrillTrans,fan (vb),,,"sto, mox toxa",Phonemic
9-790-75-1,chec1245,Chechen,1971,мохту хург,CyrillTrans,fan (noun),,,moxtu xurg,Phonemic
9-780-75-1,chec1245,Chechen,293,тІоьрмиг,CyrillTrans,netbag,,,tʼörmig,Phonemic
9-771-75-1,chec1245,Chechen,292,куз,CyrillTrans,rug,,,"kuz, kortali",Phonemic
9-771-75-3,chec1245,Chechen,292,кортали,CyrillTrans,rug,,,"kuz, kortali",Phonemic
9-770-75-1,chec1245,Chechen,195,черт,CyrillTrans,mat,,,čert,Phonemic
9-760-75-1,chec1245,Chechen,1539,тускар,CyrillTrans,basket,,,tuskar,Phonemic
9-750-75-1,chec1245,Chechen,1729,дан,CyrillTrans,"weave, plait",,,"dan, duca, duoza",Phonemic
9-750-75-3,chec1245,Chechen,1729,дуца,CyrillTrans,"weave, plait",,,"dan, duca, duoza",Phonemic
9-750-75-5,chec1245,Chechen,1729,дуоза,CyrillTrans,"weave, plait",,,"dan, duca, duoza",Phonemic
9-740-75-1,chec1245,Chechen,604,ангали,CyrillTrans,glass,,,"angali, šiša",Phonemic
9-740-75-3,chec1245,Chechen,604,шиша,CyrillTrans,glass,,,"angali, šiša",Phonemic
9-730-75-1,chec1245,Chechen,1399,ла̄тта,CyrillTrans,clay,,,lāt̄a,Phonemic
9-720-75-1,chec1245,Chechen,289,ке̄па то̄ха,CyrillTrans,mold (clay etc),,,kēpa tōxa,Phonemic
9-710-75-1,chec1245,Chechen,359,куьпчи,CyrillTrans,potter,,,küpči,Phonemic
9-690-75-1,chec1245,Chechen,358,э̄чиг,CyrillTrans,"tin, tinplate",,,ēčig,Phonemic
9-680-75-1,chec1245,Chechen,627,даш,CyrillTrans,lead (noun),,,daš,Phonemic
9-670-75-1,chec1245,Chechen,621,э̄чиг,CyrillTrans,iron,,,ēčig,Phonemic
9-660-75-1,chec1245,Chechen,1825,цІаста,CyrillTrans,"copper, bronze",,,"cʼasta, yez, borza",Phonemic
9-660-75-3,chec1245,Chechen,1825,ез,CyrillTrans,"copper, bronze",,,"cʼasta, yez, borza",Phonemic
9-660-75-5,chec1245,Chechen,1825,борза,CyrillTrans,"copper, bronze",,,"cʼasta, yez, borza",Phonemic
9-650-75-1,chec1245,Chechen,759,дато̄,CyrillTrans,silver,,,datō,Phonemic
9-640-75-1,chec1245,Chechen,1369,дашо̄,CyrillTrans,gold,,,dašō,Phonemic
9-630-75-1,chec1245,Chechen,211,кепа чу дотта,CyrillTrans,cast (metals),,,kepa ču dot̄a,Phonemic
9-620-75-1,chec1245,Chechen,1648,нуьйжа,CyrillTrans,anvil,,,nüyža,Phonemic
9-610-75-1,chec1245,Chechen,288,пхьал гІа,CyrillTrans,forge,,,pħal ɣa,Phonemic
9-600-75-1,chec1245,Chechen,1001,аьчкан пхьар,CyrillTrans,"smith, blacksmith",,,äčkan pħar,Phonemic
9-560-75-1,chec1245,Chechen,1069,клей,CyrillTrans,glue,,,kley,Phonemic
9-500-75-1,chec1245,Chechen,502,хьостам,CyrillTrans,nail,,,ħostam,Phonemic
9-490-75-1,chec1245,Chechen,1481,жІов,CyrillTrans,hammer,,,žʕow,Phonemic
9-480-75-1,chec1245,Chechen,1948,херх,CyrillTrans,saw,,,xerx,Phonemic
9-461-75-1,chec1245,Chechen,46,да̄ккха,CyrillTrans,hollow out,,,dāq̄a,Phonemic
9-460-75-1,chec1245,Chechen,1501,Іуьрг,CyrillTrans,bore,,,ʕürg,Phonemic
9-440-75-1,chec1245,Chechen,1840,дан,CyrillTrans,build,,,"dan, deš xila, dil̄a",Phonemic
9-440-75-3,chec1245,Chechen,1840,деш хила,CyrillTrans,build,,,"dan, deš xila, dil̄a",Phonemic
9-440-75-5,chec1245,Chechen,1840,дилла,CyrillTrans,build,,,"dan, deš xila, dil̄a",Phonemic
9-430-75-1,chec1245,Chechen,1042,дечиг-пхьар,CyrillTrans,carpenter,,,dečig-pħar,Phonemic
9-422-75-1,chec1245,Chechen,1361,гІирс,CyrillTrans,tool,,,ɣirs,Phonemic
9-380-75-1,chec1245,Chechen,245,нуй,CyrillTrans,broom,,,nuy,Phonemic
9-360-75-1,chec1245,Chechen,1453,дила,CyrillTrans,wash,,,dila,Phonemic
9-370-75-1,chec1245,Chechen,230,нуй хьа̄кха,CyrillTrans,sweep,,,nuy ħāqa,Phonemic
9-350-75-1,chec1245,Chechen,1487,дийтта,CyrillTrans,pour,,,diyt̄a,Phonemic
9-343-75-1,chec1245,Chechen,1414,Іовда,CyrillTrans,"squeeze, wring",,,ʕowda,Phonemic
9-342-75-1,chec1245,Chechen,1913,тІетаІа,CyrillTrans,press,,,"tʼetaʕa, tʼeteʕo",Phonemic
9-342-75-3,chec1245,Chechen,1913,тІетеІо,CyrillTrans,press,,,"tʼetaʕa, tʼeteʕo",Phonemic
9-341-75-1,chec1245,Chechen,357,хьалаолла,CyrillTrans,hang up,,,"ħalaol̄a, irħol̄a",Phonemic
9-341-75-3,chec1245,Chechen,357,ирхьолла,CyrillTrans,hang up,,,"ħalaol̄a, irħol̄a",Phonemic
9-340-75-1,chec1245,Chechen,38,(дІа)даржо,CyrillTrans,spread out,,,"(dʕa)daržo, darža",Phonemic
9-340-75-3,chec1245,Chechen,38,даржа,CyrillTrans,spread out,,,"(dʕa)daržo, darža",Phonemic
9-330-75-1,chec1245,Chechen,1455,ийза,CyrillTrans,pull,,,iyza,Phonemic
9-320-75-1,chec1245,Chechen,214,дула,CyrillTrans,stretch,,,"dula, (dʕa) ōzo",Phonemic
9-320-75-3,chec1245,Chechen,214,(дІа) о̄зо,CyrillTrans,stretch,,,"dula, (dʕa) ōzo",Phonemic
9-310-75-1,chec1245,Chechen,1449,дІадайа,CyrillTrans,"rub, wipe",,,"dʕadaʔa, dʕadaq̄a",Phonemic
9-310-75-3,chec1245,Chechen,1449,дІадаккха,CyrillTrans,"rub, wipe",,,"dʕadaʔa, dʕadaq̄a",Phonemic
9-290-75-1,chec1245,Chechen,291,тІера цІо̄ка схьайаккха,CyrillTrans,"flay, skin",,,tʼera cʼōka sħayaq̄a,Phonemic
9-280-75-1,chec1245,Chechen,1735,этІо̄,CyrillTrans,tear,,,"etʼō, xēdo",Phonemic
9-280-75-3,chec1245,Chechen,1735,хе̄до,CyrillTrans,tear,,,"etʼō, xēdo",Phonemic
9-270-75-1,chec1245,Chechen,1437,дохо,CyrillTrans,split,,,"doxo, ata, kagdan",Phonemic
9-270-75-3,chec1245,Chechen,1437,ата,CyrillTrans,split,,,"doxo, ata, kagdan",Phonemic
9-270-75-5,chec1245,Chechen,1437,кагдан,CyrillTrans,split,,,"doxo, ata, kagdan",Phonemic
9-261-75-1,chec1245,Chechen,588,кагделла,CyrillTrans,broken,,,"kagdel̄a, döxna",Phonemic
9-261-75-3,chec1245,Chechen,588,доьхна,CyrillTrans,broken,,,"kagdel̄a, döxna",Phonemic
9-260-75-1,chec1245,Chechen,680,кегдан,CyrillTrans,break,,,kegdan,Phonemic
9-250-75-1,chec1245,Chechen,677,диг,CyrillTrans,ax,,,dig,Phonemic
9-251-75-1,chec1245,Chechen,290,диг,CyrillTrans,adze,,,dig,Phonemic
9-240-75-1,chec1245,Chechen,356,тукар,CyrillTrans,"scissors, shears",,,tukar,Phonemic
9-230-75-1,chec1245,Chechen,1352,урс,CyrillTrans,knife,,,urs,Phonemic
9-223-75-1,chec1245,Chechen,1434,ден,CyrillTrans,stab,,,den,Phonemic
9-222-75-1,chec1245,Chechen,155,хьакха,CyrillTrans,"chop, hew",,,"ħaqa, daq̄a",Phonemic
9-222-75-3,chec1245,Chechen,155,даккха,CyrillTrans,"chop, hew",,,"ħaqa, daq̄a",Phonemic
9-221-75-1,chec1245,Chechen,355,дацдан,CyrillTrans,cut down,,,"dacdan, žimdan",Phonemic
9-221-75-3,chec1245,Chechen,355,жимдан,CyrillTrans,cut down,,,"dacdan, žimdan",Phonemic
9-220-75-1,chec1245,Chechen,1432,хедо,CyrillTrans,cut,,,xedo,Phonemic
9-211-75-1,chec1245,Chechen,354,буй бетта,CyrillTrans,pound with fist,,,buy bet̄a,Phonemic
9-210-75-1,chec1245,Chechen,2133,етта,CyrillTrans,"strike (hit, beat)",,,"yet̄a, det̄a",Phonemic
9-210-75-3,chec1245,Chechen,2133,детта,CyrillTrans,"strike (hit, beat)",,,"yet̄a, det̄a",Phonemic
9-192-75-1,chec1245,Chechen,760,шад,CyrillTrans,knot (noun),,,šad,Phonemic
9-190-75-1,chec1245,Chechen,1218,муш,CyrillTrans,"rope, cord",,,"muš, čuxa",Phonemic
9-190-75-3,chec1245,Chechen,1218,чуха,CyrillTrans,"rope, cord",,,"muš, čuxa",Phonemic
9-180-75-1,chec1245,Chechen,1627,зІе,CyrillTrans,chain,,,zʕe,Phonemic
9-161-75-1,chec1245,Chechen,352,да̄ста,CyrillTrans,untie,,,dāsta,Phonemic
9-160-75-1,chec1245,Chechen,1917,дІадехка,CyrillTrans,"tie, bind",,,dʕadexka,Phonemic
9-150-75-1,chec1245,Chechen,1470,(тІе),CyrillTrans,fold,,,"(tʼe), (dʕa)ħarčo",Phonemic
9-150-75-3,chec1245,Chechen,1470,(дІа)хьарчо,CyrillTrans,fold,,,"(tʼe), (dʕa)ħarčo",Phonemic
9-140-75-1,chec1245,Chechen,2004,сатта,CyrillTrans,bend,,,sat̄a,Phonemic
9-120-75-1,chec1245,Chechen,984,болх,CyrillTrans,work,,,bolx,Phonemic
9-110-75-1,chec1245,Chechen,2575,дан,CyrillTrans,"do, make",,,dan,Phonemic
8-980-75-1,chec1245,Chechen,641,жІаьлин нускал,CyrillTrans,mushroom,,,žʕälin nuskal,Phonemic
8-970-75-1,chec1245,Chechen,33,нитташ,CyrillTrans,nettle,,,nit̄aš,Phonemic
8-941-75-1,chec1245,Chechen,146,шекаран эрз,CyrillTrans,sugar cane,,,šekaran erz,Phonemic
8-940-75-1,chec1245,Chechen,1927,бамбук,CyrillTrans,bamboo,,,"bambuk, butu erz",Phonemic
8-940-75-3,chec1245,Chechen,1927,буту эрз,CyrillTrans,bamboo,,,"bambuk, butu erz",Phonemic
8-931-75-1,chec1245,Chechen,864,гІа̄бакх,CyrillTrans,"pumpkin, squash",,,ɣābaq,Phonemic
8-930-75-1,chec1245,Chechen,411,гІа̄бакх,CyrillTrans,gourd,,,ɣābaq,Phonemic
8-910-75-1,chec1245,Chechen,159,батат,CyrillTrans,sweet potato,,,batat,Phonemic
8-850-75-1,chec1245,Chechen,346,инжир (стом),CyrillTrans,banyan,,,inžir (stom),Phonemic
8-840-75-1,chec1245,Chechen,868,банан (стом),CyrillTrans,banana tree,,,banan (stom),Phonemic
8-830-75-1,chec1245,Chechen,1126,дитш (стом),CyrillTrans,citrus fruit,,,ditš (stom),Phonemic
8-820-75-1,chec1245,Chechen,970,кокос,CyrillTrans,coconut,,,kokos,Phonemic
8-810-75-1,chec1245,Chechen,1181,пальма,CyrillTrans,palm tree,,,palʲma,Phonemic
8-760-75-1,chec1245,Chechen,345,мутта,CyrillTrans,sap,,,mut̄a,Phonemic
8-750-75-1,chec1245,Chechen,1204,кевстиг,CyrillTrans,bark,,,kewstig,Phonemic
8-740-75-1,chec1245,Chechen,409,чІор,CyrillTrans,forked branch,,,čʼor,Phonemic
8-730-75-1,chec1245,Chechen,344,диттан гІад,CyrillTrans,tree trunk,,,dit̄an ɣad,Phonemic
8-720-75-1,chec1245,Chechen,241,саьнгал,CyrillTrans,tree stump,,,"sängal, yüxk, güyrig",Phonemic
8-720-75-3,chec1245,Chechen,241,йуьхк,CyrillTrans,tree stump,,,"sängal, yüxk, güyrig",Phonemic
8-720-75-5,chec1245,Chechen,241,гуьйриг,CyrillTrans,tree stump,,,"sängal, yüxk, güyrig",Phonemic
8-691-75-1,chec1245,Chechen,1124,луьлла,CyrillTrans,pipe,,,lülla,Phonemic
8-690-75-1,chec1245,Chechen,1689,тонкин кІур,CyrillTrans,smoke (tobacco),,,tonkin kʼur,Phonemic
8-680-75-1,chec1245,Chechen,974,тонка,CyrillTrans,tobacco,,,tonka,Phonemic
8-670-75-1,chec1245,Chechen,343,хутал,CyrillTrans,vine,,,xutal,Phonemic
8-660-75-1,chec1245,Chechen,968,ножнаш,CyrillTrans,acorn,,,"nožnaš, nožnan bʕar",Phonemic
8-660-75-3,chec1245,Chechen,968,ножнан бІар,CyrillTrans,acorn,,,"nožnaš, nožnan bʕar",Phonemic
8-650-75-1,chec1245,Chechen,1915,база,CyrillTrans,fir,,,"baza, pixta",Phonemic
8-650-75-3,chec1245,Chechen,1915,пихта,CyrillTrans,fir,,,"baza, pixta",Phonemic
8-640-75-1,chec1245,Chechen,1740,зез,CyrillTrans,pine,,,zez,Phonemic
8-630-75-1,chec1245,Chechen,1855,дакх,CyrillTrans,birch,,,daq,Phonemic
8-620-75-1,chec1245,Chechen,1950,поп,CyrillTrans,beech,,,pop,Phonemic
8-610-75-1,chec1245,Chechen,644,наж,CyrillTrans,oak,,,naž,Phonemic
8-600-75-1,chec1245,Chechen,906,дитт,CyrillTrans,tree,,,dit̄,Phonemic
8-570-75-1,chec1245,Chechen,239,зезаг,CyrillTrans,flower,,,zezag,Phonemic
8-560-75-1,chec1245,Chechen,628,гІа,CyrillTrans,leaf,,,ɣa,Phonemic
8-550-75-1,chec1245,Chechen,1531,га,CyrillTrans,branch,,,ga,Phonemic
8-540-75-1,chec1245,Chechen,670,о̄рам,CyrillTrans,root,,,ōram,Phonemic
8-531-75-1,chec1245,Chechen,1486,кхио,CyrillTrans,plant (vb),,,qio,Phonemic
8-520-75-1,chec1245,Chechen,342,йол,CyrillTrans,hay,,,yol,Phonemic
8-530-75-1,chec1245,Chechen,653,орамат,CyrillTrans,plant (noun),,,oramat,Phonemic
8-510-75-1,chec1245,Chechen,606,буц,CyrillTrans,grass,,,buc,Phonemic
8-480-75-1,chec1245,Chechen,926,дуга,CyrillTrans,rice,,,duga,Phonemic
8-470-75-1,chec1245,Chechen,506,хьаьжкІа,CyrillTrans,"maize, corn",,,ħäžkʼa,Phonemic
8-460-75-1,chec1245,Chechen,60,сула,CyrillTrans,oats,,,"sula, kena",Phonemic
8-460-75-3,chec1245,Chechen,60,кена,CyrillTrans,oats,,,"sula, kena",Phonemic
8-450-75-1,chec1245,Chechen,23,божан,CyrillTrans,rye,,,"božan, sos, ʕärža kʼa",Phonemic
8-450-75-3,chec1245,Chechen,23,сос,CyrillTrans,rye,,,"božan, sos, ʕärža kʼa",Phonemic
8-450-75-5,chec1245,Chechen,23,Іаьржа кІа,CyrillTrans,rye,,,"božan, sos, ʕärža kʼa",Phonemic
8-430-75-1,chec1245,Chechen,1077,кІа,CyrillTrans,wheat,,,kʼa,Phonemic
8-440-75-1,chec1245,Chechen,932,мукх,CyrillTrans,barley,,,muq,Phonemic
8-420-75-1,chec1245,Chechen,605,кІа,CyrillTrans,"grain (barley, oats etc)",,,kʼa,Phonemic
8-410-75-1,chec1245,Chechen,611,йалта,CyrillTrans,"crop, harvest",,,yalta,Phonemic
8-350-75-1,chec1245,Chechen,223,хьаьтт,CyrillTrans,threshing-floor,,,ħät̄,Phonemic
8-340-75-1,chec1245,Chechen,285,ара,CyrillTrans,thresh,,,āra,Phonemic
8-330-75-1,chec1245,Chechen,2132,ма̄рс,CyrillTrans,"sickle, scythe",,,mārs,Phonemic
